request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_218,30115035.22,affordable_with_plan,partial_payment,2025-08-07:30115035.22|2025-09-15:31026964.78,2025-09-15,none,"Pay IDR 30,115,035.22 today and the remaining IDR 31,026,964.78 on 2025-09-15. This protects the IDR 34,477,200.00 minimum balance."
request_219,1444.02,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-04-15,none,"Your current EUR 2,815.51 balance minus the required minimum EUR 1,100.00 leaves EUR 1,715.51 available, which is less than the full requested amount of EUR 1,673.10 but more than the safe amount of EUR 1,444.02, so the system classifies it as affordable with a payment plan. It therefore recommends paying the request in three installments of EUR 580.01 on 2026-04-07, 2026-05-07 and 2026-06-06, with the earliest possible full-payment date of 2026-04-15 and no spending changes needed."
request_220,52.07,not_affordable,not_recommended,none,,none,"Your current balance of €1,487.32 is above the required minimum of €1,100.00, but the requested payment of €3,118.50 exceeds both your balance and the safe amount you can spend today (€52.07), so the payment method is marked as not recommended and the expense is not affordable. Consequently, there is no payment plan, earliest full-payment date, or spending changes indicated."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800.0,2025-11-03,none,"Pay INR 109,800.00 today. This leaves at least INR 81,500.00 available over the next 90 days."
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078.0,2026-01-05,none,"Pay ZAR 34,078.00 today. This leaves at least ZAR 27,300.00 available over the next 90 days."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 800.00 available over the next 90 days.
request_224,10327000.0,affordable_with_plan,installments,2025-02-04:5370040.0|2025-03-04:5370040.0,2025-02-04,none,"Use the recommended installment plan (2025-02-04:5370040.0|2025-03-04:5370040.0). This keeps the IDR 22,187,600.00 minimum balance protected."
request_225,12768540.54,affordable_with_plan,installments,2026-07-20:7647120.0|2026-08-19:7647120.0|2026-09-18:7647120.0,2026-08-15,none,"Use the recommended installment plan (2026-07-20:7647120.0|2026-08-19:7647120.0|2026-09-18:7647120.0). This keeps the IDR 17,670,700.00 minimum balance protected."
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000.0,2024-12-03,none,"Pay INR 157,000.00 today. This leaves at least INR 209,400.00 available over the next 90 days."
request_227,23111.34,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the INR 62,900.00 minimum protected."
request_228,7643700.0,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the IDR 26,191,200.00 minimum protected."
request_229,507.5,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-04-15,none,"Use the recommended installment plan (2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29). This keeps the EUR 1,000.00 minimum balance protected."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,"Pay EUR 3,537.60 today. This leaves at least EUR 2,000.00 available over the next 90 days."
request_231,33388.81,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-15,none,"Use the recommended installment plan (2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08). This keeps the ZAR 24,300.00 minimum balance protected."
request_232,1034.72,affordable_later,wait,2024-07-15:1970.1,2024-07-15,none,"Pay EUR 1,970.10 in full on 2024-07-15. Paying earlier would take the balance below the EUR 2,400.00 minimum."
request_233,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the IDR 10,365,700.00 minimum protected."
request_234,363.33,affordable_with_plan,partial_payment,2026-07-04:363.33|2026-08-15:849.97,2026-08-15,none,Pay EUR 363.33 today and the remaining EUR 849.97 on 2026-08-15. This protects the EUR 700.00 minimum balance.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.20 today. This leaves at least USD 700.00 available over the next 90 days.
request_236,7443718.01,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the IDR 16,768,600.00 minimum protected."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000.0,2026-04-05,none,"Pay IDR 23,826,000.00 today. This leaves at least IDR 22,431,500.00 available over the next 90 days."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,Use the recommended installment plan (2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05). This keeps the USD 700.00 minimum balance protected.
request_239,642.0,affordable_now,full_payment,2025-05-04:642.0,2025-05-04,none,Pay USD 642.00 today. This leaves at least USD 600.00 available over the next 90 days.
request_240,17685.7,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the INR 52,800.00 minimum protected."
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use the recommended installment plan (2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67). This keeps the IDR 19,252,000.00 minimum balance protected."
request_242,0,not_affordable,not_recommended,none,,none,Do not proceed with this request now. None of the available options keeps the EUR 600.00 minimum protected.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468.0,2026-07-07,none,"Pay ZAR 17,468.00 today. This leaves at least ZAR 19,900.00 available over the next 90 days."
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918.0,2024-06-04,none,"Pay ZAR 49,918.00 today. This leaves at least ZAR 45,900.00 available over the next 90 days."
request_245,44639.87,affordable_with_plan,partial_payment,2025-11-06:44639.87|2025-12-15:83860.13,2025-12-15,none,"Pay INR 44,639.87 today and the remaining INR 83,860.13 on 2025-12-15. This protects the INR 94,600.00 minimum balance."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use the recommended installment plan (2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48). This keeps the ZAR 39,300.00 minimum balance protected."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,"Pay EUR 1,059.30 today. This leaves at least EUR 1,300.00 available over the next 90 days."
request_248,1026.8,affordable_with_plan,partial_payment,2025-02-07:1026.8|2025-03-15:938.8,2025-03-15,none,"Pay USD 1,026.80 today and the remaining USD 938.80 on 2025-03-15. This protects the USD 1,300.00 minimum balance."
request_249,214.02,affordable_later,wait,2026-02-15:643.2,2026-02-15,none,Pay USD 643.20 in full on 2026-02-15. Paying earlier would take the balance below the USD 600.00 minimum.
request_250,17762.28,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the ZAR 35,300.00 minimum protected."
request_251,360.13,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the EUR 1,300.00 minimum protected."
request_252,6656910.53,affordable_later,wait,2026-08-15:28082000.0,2026-08-15,none,"Pay IDR 28,082,000.00 in full on 2026-08-15. Paying earlier would take the balance below the IDR 15,152,200.00 minimum."
request_253,1534.72,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-05-15,none,"Use the recommended installment plan (2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6). This keeps the EUR 2,300.00 minimum balance protected."
request_254,1068.45,affordable_later,wait,2025-09-15:3535.2,2025-09-15,none,"Pay USD 3,535.20 in full on 2025-09-15. Paying earlier would take the balance below the USD 2,500.00 minimum."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000.0,2026-04-06,none,"Pay IDR 3,345,000.00 today. This leaves at least IDR 9,813,900.00 available over the next 90 days."
request_256,170322.63,affordable_with_plan,installments,2024-06-10:75816.0|2024-07-11:75816.0|2024-08-11:75816.0,2024-06-15,none,"Use the recommended installment plan (2024-06-10:75816.0|2024-07-11:75816.0|2024-08-11:75816.0). This keeps the INR 168,600.00 minimum balance protected."
request_257,338.48,affordable_with_plan,partial_payment,2025-11-05:338.48|2026-01-15:1013.92,2026-01-15,none,"Pay USD 338.48 today and the remaining USD 1,013.92 on 2026-01-15. This protects the USD 1,600.00 minimum balance."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"Pay USD 1,113.60 today. This leaves at least USD 500.00 available over the next 90 days."
request_259,529.3,affordable_later,wait,2024-10-15:935.0,2024-10-15,none,Pay EUR 935.00 in full on 2024-10-15. Paying earlier would take the balance below the EUR 600.00 minimum.
request_260,9512099.42,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the IDR 20,727,700.00 minimum protected."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,500.00 available over the next 90 days."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000.0,2024-12-05,none,"Pay IDR 9,236,000.00 today. This leaves at least IDR 31,018,500.00 available over the next 90 days."
request_263,8541.13,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the ZAR 24,100.00 minimum protected."
request_264,26863.74,affordable_with_plan,partial_payment,2026-04-04:26863.74|2026-05-15:84436.26,2026-05-15,none,"Pay INR 26,863.74 today and the remaining INR 84,436.26 on 2026-05-15. This protects the INR 59,500.00 minimum balance."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970.0,2024-03-06,none,"Pay INR 45,970.00 today. This leaves at least INR 189,700.00 available over the next 90 days."
request_266,935.0,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,Use the recommended installment plan (2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13). This keeps the EUR 900.00 minimum balance protected.
request_267,1858.55,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,"Use the recommended installment plan (2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33). This keeps the EUR 1,500.00 minimum balance protected."
request_268,1053.99,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use the recommended installment plan (2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22). This keeps the EUR 1,400.00 minimum balance protected."
request_269,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the ZAR 23,100.00 minimum protected."
request_270,206.7,not_affordable,not_recommended,none,2026-09-15,none,"Do not proceed with this request now. None of the available options keeps the USD 1,400.00 minimum protected."
request_271,19567.03,affordable_later,wait,2024-10-15:91300.0,2024-10-15,none,"Pay INR 91,300.00 in full on 2024-10-15. Paying earlier would take the balance below the INR 58,200.00 minimum."
request_272,5855003.2,affordable_with_plan,partial_payment,2025-02-05:5855003.2|2025-03-15:7729996.8,2025-03-15,none,"Pay IDR 5,855,003.20 today and the remaining IDR 7,729,996.80 on 2025-03-15. This protects the IDR 7,508,600.00 minimum balance."
request_273,10756514.78,affordable_with_plan,partial_payment,2026-04-07:10756514.78|2026-04-15:5104485.22,2026-04-15,none,"Pay IDR 10,756,514.78 today and the remaining IDR 5,104,485.22 on 2026-04-15. This protects the IDR 18,774,600.00 minimum balance."
request_274,2616.62,affordable_with_plan,partial_payment,2024-12-04:2616.62|2024-12-15:97.08,2024-12-15,none,"Pay EUR 2,616.62 today and the remaining EUR 97.08 on 2024-12-15. This protects the EUR 1,800.00 minimum balance."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000.0,2025-05-06,none,"Pay IDR 15,884,000.00 today. This leaves at least IDR 12,760,100.00 available over the next 90 days."
